stamp,x,y,qx,qy,qz,qw
3176.313000,10.136195,1.536050,0.000000,0.000000,0.024606,0.999697
3176.380000,10.141931,1.557744,0.000000,0.000000,0.028479,0.999594
3176.447000,10.146072,1.546459,0.000000,0.000000,0.021544,0.999768
3176.514000,10.134855,1.550020,0.000000,0.000000,0.024635,0.999697
3177.592000,10.362281,1.558967,0.000000,0.000000,0.089461,0.995990
3177.742000,10.517161,1.571437,0.000000,0.000000,0.142638,0.989775
3177.933000,10.659598,1.613058,0.000000,0.000000,0.216417,0.976301
3178.066000,10.758346,1.669903,0.000000,0.000000,0.272959,0.962026
3178.201000,10.832712,1.725075,0.000000,0.000000,0.330601,0.943771
3178.344000,10.913055,1.781229,0.000000,0.000000,0.377163,0.926147
3178.543000,11.005041,1.861066,0.000000,0.000000,0.444046,0.896004
3178.679000,11.062097,1.923571,0.000000,0.000000,0.492917,0.870076
3178.812000,11.107289,1.986921,0.000000,0.000000,0.536825,0.843694
3179.013000,11.142708,2.084722,0.000000,0.000000,0.592506,0.805566
3179.214000,11.166511,2.189326,0.000000,0.000000,0.638509,0.769615
3179.415000,11.184139,2.295957,0.000000,0.000000,0.680782,0.732486
3179.615000,11.189539,2.393784,0.000000,0.000000,0.716319,0.697773
3179.817000,11.176011,2.496905,0.000000,0.000000,0.742497,0.669850
3180.084000,11.155333,2.629718,0.000000,0.000000,0.772298,0.635260
3180.419000,11.130358,2.739494,0.000000,0.000000,0.793497,0.608575
3180.823000,11.101368,2.843457,0.000000,0.000000,0.823008,0.568030
3181.291000,11.073033,2.919772,0.000000,0.000000,0.852436,0.522832
3181.831000,11.064875,2.939165,0.000000,0.000000,0.822038,0.569433
3181.964000,11.062548,2.936625,0.000000,0.000000,0.789523,0.613720
3182.100000,11.064059,2.942098,0.000000,0.000000,0.746084,0.665852
3182.234000,11.060118,2.943587,0.000000,0.000000,0.700005,0.714138
3182.375000,11.060310,2.942039,0.000000,0.000000,0.643204,0.765695
3182.509000,11.058974,2.940247,0.000000,0.000000,0.587180,0.809457
3182.642000,11.057283,2.940724,0.000000,0.000000,0.524792,0.851231
3182.777000,11.057762,2.937791,0.000000,0.000000,0.459728,0.888060
3182.911000,11.061347,2.937519,0.000000,0.000000,0.395730,0.918367
3183.046000,11.065905,2.938180,0.000000,0.000000,0.340654,0.940189
3183.246000,11.067968,2.939757,0.000000,0.000000,0.274384,0.961620
3183.449000,11.069743,2.943161,0.000000,0.000000,0.217736,0.976008
3183.717000,11.076992,2.942436,0.000000,0.000000,0.157691,0.987489
3183.985000,11.073944,2.943762,0.000000,0.000000,0.101120,0.994874
3184.254000,11.074458,2.945214,0.000000,0.000000,0.047156,0.998888
