stamp,x,y,qx,qy,qz,qw
3136.269000,4.144777,0.678904,0.000000,0.000000,0.995317,0.096664
3136.470000,4.037513,0.696319,0.000000,0.000000,0.996919,0.078433
3136.670000,3.934059,0.707495,0.000000,0.000000,0.997718,0.067526
3136.875000,3.833186,0.718667,0.000000,0.000000,0.998091,0.061764
3137.073000,3.731407,0.728925,0.000000,0.000000,0.998380,0.056904
3137.277000,3.629518,0.734723,0.000000,0.000000,0.998756,0.049856
3137.479000,3.516545,0.745601,0.000000,0.000000,0.999014,0.044405
3137.679000,3.411868,0.753964,0.000000,0.000000,0.999230,0.039227
3137.881000,3.302828,0.759158,0.000000,0.000000,0.999308,0.037195
3138.087000,3.204827,0.770997,0.000000,0.000000,0.998549,0.053858
3138.287000,3.103435,0.785631,0.000000,0.000000,0.997474,0.071031
3138.491000,2.996203,0.802294,0.000000,0.000000,0.996482,0.083807
3138.692000,2.900675,0.822399,0.000000,0.000000,0.994896,0.100904
3138.895000,2.796695,0.840513,0.000000,0.000000,0.994313,0.106496
3139.099000,2.688393,0.865447,0.000000,0.000000,0.993691,0.112154
3139.302000,2.580071,0.886764,0.000000,0.000000,0.993282,0.115721
3139.521000,2.477388,0.911723,0.000000,0.000000,0.993413,0.114593
3139.787000,2.366572,0.935132,0.000000,0.000000,0.993760,0.111536
3140.121000,2.256015,0.959377,0.000000,0.000000,0.994307,0.106550
3140.591000,2.139078,0.982968,0.000000,0.000000,0.994985,0.100028
3141.404000,2.075968,0.991886,0.000000,0.000000,0.984343,0.176262
3141.539000,2.083875,0.992351,0.000000,0.000000,0.971664,0.236365
3141.673000,2.089929,0.991256,0.000000,0.000000,0.954500,0.298211
3141.809000,2.099812,0.991504,0.000000,0.000000,0.934532,0.355878
3141.941000,2.100886,0.990291,0.000000,0.000000,0.910562,0.413372
3142.074000,2.102141,0.988681,0.000000,0.000000,0.884509,0.466523
3142.209000,2.110637,0.986058,0.000000,0.000000,0.854038,0.520210
3142.349000,2.108537,0.982568,0.000000,0.000000,0.816699,0.577064
3142.482000,2.108323,0.985731,0.000000,0.000000,0.779821,0.626002
3142.620000,2.113160,0.991712,0.000000,0.000000,0.746713,0.665146
3142.756000,2.115132,0.972178,0.000000,0.000000,0.701507,0.712662
3142.889000,2.109883,0.979131,0.000000,0.000000,0.656341,0.754464
3143.023000,2.112990,0.983389,0.000000,0.000000,0.617216,0.786793
3143.223000,2.111478,0.992648,0.000000,0.000000,0.569448,0.822027
3143.427000,2.120549,0.997704,0.000000,0.000000,0.523389,0.852094
3143.627000,2.121418,1.003206,0.000000,0.000000,0.477379,0.878697
3143.895000,2.113070,0.993434,0.000000,0.000000,0.420136,0.907461
3144.364000,2.073287,0.950083,0.000000,0.000000,0.370459,0.928849
3144.565000,2.061513,0.947647,0.000000,0.000000,0.313856,0.949470
3144.769000,2.067550,0.943932,0.000000,0.000000,0.254478,0.967079
3145.038000,2.069019,0.940103,0.000000,0.000000,0.192130,0.981370
3145.371000,2.063367,0.937465,0.000000,0.000000,0.132592,0.991171
3145.640000,2.059580,0.934459,0.000000,0.000000,0.083033,0.996547
