stamp,x,y,qx,qy,qz,qw
2937.877000,-1.769002,-2.435010,0.000000,0.000000,0.219298,0.975658
2938.145000,-1.623916,-2.371198,0.000000,0.000000,0.224753,0.974416
2938.412000,-1.496920,-2.305546,0.000000,0.000000,0.228963,0.973435
2938.681000,-1.360256,-2.240953,0.000000,0.000000,0.238257,0.971202
2938.949000,-1.236159,-2.177127,0.000000,0.000000,0.231735,0.972779
2939.217000,-1.113544,-2.111064,0.000000,0.000000,0.225282,0.974294
2939.485000,-0.994692,-2.051976,0.000000,0.000000,0.213848,0.976867
2939.757000,-0.871067,-1.994915,0.000000,0.000000,0.214851,0.976647
2940.024000,-0.762149,-1.939060,0.000000,0.000000,0.206734,0.978397
2940.292000,-0.645873,-1.885949,0.000000,0.000000,0.200058,0.979784
2940.559000,-0.512351,-1.830563,0.000000,0.000000,0.182682,0.983172
2940.761000,-0.410939,-1.794857,0.000000,0.000000,0.167318,0.985903
2941.029000,-0.270697,-1.747944,0.000000,0.000000,0.164120,0.986440
2941.300000,-0.145098,-1.701015,0.000000,0.000000,0.176229,0.984349
2941.567000,-0.019742,-1.653200,0.000000,0.000000,0.171245,0.985229
2941.768000,0.078678,-1.618478,0.000000,0.000000,0.168036,0.985781
2942.036000,0.205787,-1.574856,0.000000,0.000000,0.153862,0.988092
2942.240000,0.303822,-1.543229,0.000000,0.000000,0.135892,0.990724
2942.440000,0.405172,-1.518346,0.000000,0.000000,0.119724,0.992807
2942.641000,0.506329,-1.499053,0.000000,0.000000,0.100349,0.994952
2942.842000,0.604598,-1.477463,0.000000,0.000000,0.091487,0.995806
2943.046000,0.705223,-1.459518,0.000000,0.000000,0.092900,0.995675
2943.247000,0.805359,-1.437312,0.000000,0.000000,0.094488,0.995526
2943.456000,0.912224,-1.414880,0.000000,0.000000,0.100169,0.994970
2943.656000,0.994917,-1.396972,0.000000,0.000000,0.097096,0.995275
2943.857000,1.085576,-1.375946,0.000000,0.000000,0.097008,0.995284
2944.057000,1.177001,-1.350679,0.000000,0.000000,0.107018,0.994257
2944.260000,1.265340,-1.328536,0.000000,0.000000,0.101739,0.994811
2944.460000,1.355617,-1.307806,0.000000,0.000000,0.100124,0.994975
2944.661000,1.446774,-1.286615,0.000000,0.000000,0.104253,0.994551
2944.862000,1.553455,-1.268498,0.000000,0.000000,0.106454,0.994318
2945.063000,1.658879,-1.247446,0.000000,0.000000,0.103190,0.994662
2945.263000,1.743000,-1.222976,0.000000,0.000000,0.100664,0.994921
2945.465000,1.846676,-1.202574,0.000000,0.000000,0.091522,0.995803
2945.666000,1.933626,-1.184083,0.000000,0.000000,0.083841,0.996479
2945.867000,2.025143,-1.165663,0.000000,0.000000,0.077062,0.997026
2946.069000,2.113186,-1.149622,0.000000,0.000000,0.056121,0.998424
2946.270000,2.185729,-1.138022,0.000000,0.000000,0.034550,0.999403
2946.472000,2.282957,-1.137183,0.000000,0.000000,0.018416,0.999830
2946.678000,2.399070,-1.137940,0.000000,0.000000,0.001604,0.999999
2946.879000,2.493126,-1.135256,0.000000,0.000000,-0.003932,0.999992
2947.081000,2.601949,-1.134596,0.000000,0.000000,0.005156,0.999987
2947.281000,2.705576,-1.135539,0.000000,0.000000,0.011215,0.999937
2947.487000,2.805902,-1.133803,0.000000,0.000000,0.018843,0.999822
2947.690000,2.907519,-1.126625,0.000000,0.000000,0.020699,0.999786
2947.891000,2.998102,-1.118667,0.000000,0.000000,0.021022,0.999779
2948.095000,3.095888,-1.112863,0.000000,0.000000,0.020559,0.999789
2948.295000,3.189507,-1.103081,0.000000,0.000000,0.023954,0.999713
2948.496000,3.301125,-1.097663,0.000000,0.000000,0.023331,0.999728
2948.697000,3.411222,-1.093431,0.000000,0.000000,0.019604,0.999808
2948.898000,3.501246,-1.089374,0.000000,0.000000,0.014578,0.999894
2949.099000,3.613263,-1.087220,0.000000,0.000000,0.012312,0.999924
2949.303000,3.721566,-1.089251,0.000000,0.000000,0.006016,0.999982
2949.504000,3.813017,-1.086903,0.000000,0.000000,0.003519,0.999994
2949.710000,3.914101,-1.085228,0.000000,0.000000,0.000153,1.000000
2949.911000,4.017860,-1.088719,0.000000,0.000000,-0.002792,0.999996
2950.113000,4.111731,-1.089954,0.000000,0.000000,-0.001167,0.999999
2950.314000,4.207335,-1.090238,0.000000,0.000000,0.000053,1.000000
2950.525000,4.313412,-1.089375,0.000000,0.000000,0.000509,1.000000
2950.729000,4.425471,-1.090724,0.000000,0.000000,-0.002130,0.999998
2950.928000,4.536214,-1.085931,0.000000,0.000000,0.001117,0.999999
2951.128000,4.643880,-1.085693,0.000000,0.000000,0.013235,0.999912
2951.334000,4.758281,-1.081714,0.000000,0.000000,0.019838,0.999803
2951.535000,4.869174,-1.079682,0.000000,0.000000,0.018906,0.999821
2951.740000,4.973499,-1.077082,0.000000,0.000000,0.027408,0.999624
2951.941000,5.077194,-1.074062,0.000000,0.000000,0.033208,0.999448
2952.142000,5.187475,-1.065878,0.000000,0.000000,0.036467,0.999335
2952.345000,5.303804,-1.058705,0.000000,0.000000,0.056459,0.998405
2952.546000,5.410099,-1.046733,0.000000,0.000000,0.078230,0.996935
2952.756000,5.524991,-1.024301,0.000000,0.000000,0.088645,0.996063
2952.956000,5.627868,-1.007179,0.000000,0.000000,0.105951,0.994371
2953.158000,5.740761,-0.979628,0.000000,0.000000,0.126640,0.991949
2953.358000,5.844957,-0.953235,0.000000,0.000000,0.139350,0.990243
2953.566000,5.950866,-0.918750,0.000000,0.000000,0.156651,0.987654
2953.769000,6.055425,-0.883757,0.000000,0.000000,0.180982,0.983486
2953.975000,6.161285,-0.839865,0.000000,0.000000,0.190946,0.981601
2954.248000,6.301736,-0.782080,0.000000,0.000000,0.207802,0.978171
2954.515000,6.431023,-0.724107,0.000000,0.000000,0.222185,0.975005
2954.783000,6.559485,-0.658031,0.000000,0.000000,0.236955,0.971521
2954.985000,6.662110,-0.609222,0.000000,0.000000,0.245504,0.969395
2955.257000,6.786600,-0.540553,0.000000,0.000000,0.252989,0.967469
2955.525000,6.911552,-0.475894,0.000000,0.000000,0.252338,0.967639
2955.793000,7.034113,-0.406165,0.000000,0.000000,0.268838,0.963185
2956.061000,7.159601,-0.328027,0.000000,0.000000,0.270078,0.962838
2956.329000,7.286249,-0.259059,0.000000,0.000000,0.274950,0.961459
2956.597000,7.407107,-0.187755,0.000000,0.000000,0.281939,0.959432
2956.864000,7.520041,-0.115798,0.000000,0.000000,0.280675,0.959803
2957.132000,7.653798,-0.038083,0.000000,0.000000,0.273253,0.961942
2957.403000,7.777829,0.037186,0.000000,0.000000,0.283239,0.959049
2957.670000,7.899020,0.113381,0.000000,0.000000,0.282848,0.959165
2957.937000,8.023999,0.193905,0.000000,0.000000,0.279883,0.960034
2958.206000,8.141307,0.272280,0.000000,0.000000,0.275976,0.961165
2958.474000,8.261067,0.342887,0.000000,0.000000,0.272057,0.962281
2958.741000,8.385628,0.418409,0.000000,0.000000,0.274975,0.961451
2959.010000,8.514994,0.494873,0.000000,0.000000,0.273633,0.961834
2959.278000,8.635581,0.568992,0.000000,0.000000,0.276897,0.960900
2959.546000,8.753540,0.643324,0.000000,0.000000,0.287401,0.957810
2959.814000,8.880767,0.722374,0.000000,0.000000,0.289806,0.957085
2960.086000,8.998203,0.802336,0.000000,0.000000,0.288413,0.957506
2960.354000,9.118072,0.879239,0.000000,0.000000,0.289652,0.957132
2960.623000,9.230792,0.959614,0.000000,0.000000,0.300829,0.953678
2960.891000,9.351790,1.044781,0.000000,0.000000,0.315689,0.948863
2961.159000,9.464084,1.126983,0.000000,0.000000,0.314392,0.949293
2961.427000,9.571429,1.204136,0.000000,0.000000,0.308736,0.951148
2961.762000,9.681060,1.277846,0.000000,0.000000,0.301620,0.953428
2962.231000,9.796451,1.356833,0.000000,0.000000,0.300973,0.953633
2962.967000,9.907781,1.430349,0.000000,0.000000,0.292305,0.956325
2963.638000,9.935350,1.449249,0.000000,0.000000,0.239349,0.970934
2963.906000,9.941014,1.457625,0.000000,0.000000,0.187147,0.982332
2964.241000,9.944020,1.458383,0.000000,0.000000,0.123635,0.992328
2964.509000,9.946811,1.455143,0.000000,0.000000,0.073757,0.997276
2964.780000,9.946167,1.452851,0.000000,0.000000,0.023438,0.999725
2965.870000,9.949339,1.461797,0.000000,0.000000,0.023763,0.999718
2966.207000,10.137141,1.508178,0.000000,0.000000,0.017644,0.999844
2966.274000,10.112550,1.512653,0.000000,0.000000,0.016876,0.999858
2966.407000,10.169304,1.554165,0.000000,0.000000,0.013433,0.999910
2966.542000,10.140329,1.533830,0.000000,0.000000,0.014446,0.999896
2967.412000,10.368016,1.540082,0.000000,0.000000,0.063164,0.998003
2967.613000,10.577317,1.558232,0.000000,0.000000,0.113553,0.993532
2967.815000,10.757390,1.592145,0.000000,0.000000,0.157012,0.987597
2968.020000,10.913905,1.630932,0.000000,0.000000,0.191297,0.981532
2968.221000,11.050710,1.684644,0.000000,0.000000,0.218045,0.975939
2968.493000,11.177524,1.743991,0.000000,0.000000,0.237313,0.971433
2968.763000,11.311865,1.806989,0.000000,0.000000,0.251960,0.967738
2969.030000,11.445044,1.870606,0.000000,0.000000,0.255962,0.966687
2969.297000,11.569402,1.946782,0.000000,0.000000,0.257662,0.966235
2969.565000,11.693418,2.018706,0.000000,0.000000,0.241405,0.970424
2969.778000,11.800918,2.073198,0.000000,0.000000,0.241731,0.970343
2970.046000,11.933404,2.137596,0.000000,0.000000,0.233436,0.972372
2970.254000,12.034343,2.188876,0.000000,0.000000,0.226973,0.973901
2970.458000,12.133168,2.240340,0.000000,0.000000,0.217890,0.975973
2970.725000,12.270552,2.305198,0.000000,0.000000,0.211995,0.977271
2970.926000,12.376598,2.349038,0.000000,0.000000,0.198505,0.980100
2971.127000,12.482143,2.397186,0.000000,0.000000,0.194050,0.980992
2971.328000,12.590271,2.443632,0.000000,0.000000,0.188897,0.981997
2971.531000,12.700373,2.487938,0.000000,0.000000,0.188035,0.982162
2971.733000,12.807844,2.527364,0.000000,0.000000,0.190354,0.981716
2971.934000,12.898406,2.568574,0.000000,0.000000,0.190917,0.981606
2972.139000,13.005632,2.610474,0.000000,0.000000,0.185339,0.982675
2972.406000,13.137231,2.656420,0.000000,0.000000,0.185668,0.982613
2972.608000,13.235992,2.692865,0.000000,0.000000,0.188445,0.982084
2972.809000,13.338216,2.731625,0.000000,0.000000,0.187627,0.982240
2973.010000,13.433318,2.773725,0.000000,0.000000,0.183772,0.982969
2973.216000,13.530645,2.815091,0.000000,0.000000,0.185550,0.982635
2973.485000,13.633377,2.855953,0.000000,0.000000,0.196902,0.980423
2973.890000,13.749858,2.903386,0.000000,0.000000,0.199610,0.979875
2974.436000,13.856301,2.948051,0.000000,0.000000,0.190483,0.981690
2975.312000,13.915155,2.973824,0.000000,0.000000,0.133736,0.991017
2975.580000,13.918458,2.969688,0.000000,0.000000,0.081214,0.996697
2975.850000,13.915571,2.968385,0.000000,0.000000,0.028832,0.999584
